puzzle,solution,difficulty,difficulty_level
207859346048000010590100027070000401461000098020008670184630052002581764006002100,217859346648723519593164827875296431461375298329418675184637952932581764756942183,36,Very Easy
002057436006041205705206019360090002008003000050020700600000000070005020090382000,182957436936841275745236819367594182218673594459128763624719358873465921591382647,47,Medium
001040076205000030000050280030020900006130000000400062000300028008070000190000003,981243576275618439643957281834726915526139847719485362457391628368572194192864753,54,Expert
023090700005072001004000000270900004000140020060020000000009300040000285007000096,123594768685372941794681532271936854538147629469825173852469317946713285317258496,54,Expert
841057900000081200000300010087010020004700006000000000060109007002006038715430000,841257963653981274279364815587613429124795386936842751368129547492576138715438692,50,Hard
007609310130700000060000090003096204000275100650003907200061803086500000001082069,427659318139728645568314792713896254894275136652143987245961873986537421371482569,44,Easy
003200047007035200259040081602000809700020634801400000900318052008064003000502000,163289547487135296259647381642753819795821634831496725976318452528964173314572968,43,Easy
450701800100040000376500210067000032500307086000624007035800000698410000000003058,452731869189246375376589214967158432524397186813624597735862941698415723241973658,44,Easy
900004060000800001430000000020600080500100602000970010298000057040087000010500840,981734265752896431436215978129653784573148692864972513298461357645387129317529846,52,Hard
600040050340205100508600304060700900000000400902100006009030512050070093000509007,691347258347285169528691374465723981713968425982154736879436512154872693236519847,48,Medium
400826007205900804010450062074000200900600040628004000046370500000001003000540000,493826157265917834817453962374185296951632748628794315146378529589261473732549681,47,Medium
000003007600408050305060800000090082060001000000002730700000006920300000408000590,284953167671428359395167824137594682862731945549682731753849216926315478418276593,54,Expert
508200010090081000000596002401023090070004600683000024800000000000478209009005078,538247916296381745714596382451623897972814653683759124847932561165478239329165478,47,Medium
025007894090004301700000000584760032009000600060239400000005009000086705008000100,325617894896524371741893526584761932239458617167239458673145289912386745458972163,48,Medium
158600300207000690603000100000005080801900260500080403002069040700020030005040821,158692374247153698693478152436215789871934265529786413312869547784521936965347821,46,Medium
000001706065083912900600450190000507000908040040150620379005064680200075000740890,428591736765483912931672458196324587257968341843157629379815264684239175512746893,40,Very Easy
070120000080900070030007948009030002000000390005690400000000700050000000810405020,974128563586943271231567948769834152148752396325691487492386715657219834813475629,54,Expert
006093801708201604001680590187000453604300002902045760000567009005009000000432000,546793821798251634321684597187926453654378912932145768413567289275819346869432175,40,Very Easy
009030000803006000500010900400080013700005000095401607031000000007092050000800000,129538746873946125546217938462789513718365492395421687231654879687192354954873261,54,Expert
200040000090138002000960170106400800900000040503000917010204600400000720002017093,261745389794138562835962174126479835978351246543826917317294658459683721682517493,47,Medium
290006000140825967800001003000000506000062034000730120008249010000057090500100042,295376481143825967876491253382914576917562834654738129738249615421657398569183742,45,Easy
800920040170608300390000060900064700601309085000805400000701630080500900700000850,865923147174658329392147568958264713641379285237815496529781634486532971713496852,46,Medium
961705800030000005040000107000004000020050001709010240490000300103206074200400689,961745823837162495542389167318924756624857931759613248496578312183296574275431689,47,Medium
003040000620005000480060390360000510090016030170020400700000000000100000006089042,953748621621935874487261395362497518894516237175823469749652183238174956516389742,52,Hard
034000500006002300090030001050017430028540097400006000000070004000008720940320000,834169572716852349295734861659217438128543697473986215382671954561498723947325186,50,Hard
020400000080005003003098060046310095805700320002500417060000079001004000290107534,627431958189675243453298761746312895815749326932586417564823179371954682298167534,44,Easy
030700690006003002107264503000076308361892400700000900009318705504007830803040016,238751694456983172197264583945176328361892457782435961629318745514627839873549216,38,Very Easy
800769001097204865300000490001800250600013040000000906009050180768000532010000000,845769321197234865326185497971846253652913748483572916239657184768491532514328679,45,Easy
530002800100000300000007092020900000003048029000000060064020000010000203079400000,537692814192584376486317592721956438653148729948273165364821957815769243279435681,55,Expert
000050046605000073007000000000006800084000760000001050006530080508029000020600005,812753946695418273437962518751346829384295761269871354976534182548129637123687495,54,Expert
103090750050002004070050803007065482005020090249180030060510079501076000702840500,123498756856732914974651823317965482685324197249187635468513279591276348732849561,40,Very Easy
600000500700069384139045627300400190805900000014706005090001872000298000000074003,648327519752169384139845627367452198825913746914786235496531872573298461281674953,42,Easy
000043000010000000700060083305402000006030705021000430100578306507300000004600150,658243971213897564749165283375482619486931725921756438192578346567314892834629157,49,Medium
100908000809000702040000010080597640000000201060400000096200000000050000003000804,172968435839145762645723918281597643954836271367412589496281357728354196513679824,55,Expert
006724851500100230020080090000018307800307509703000640468200075000000980259000003,936724851587196234124583796695418327842367519713952648468239175371645982259871463,42,Easy
000490726900023005000080000075200004080600500006075010009000140010030000530100200,853491726961723485247586391375218964182649537496375812629857143714932658538164279,51,Hard
000010000050970806030000040305800001007040200900001080503000900004050072000300005,289416537451973826736285149345827691817649253962531784523764918694158372178392465,54,Expert
000018092120005370009200000560120907010049265082756010450900726600000800270680050,745318692126495378839267541564123987317849265982756413458931726691572834273684159,39,Very Easy
651027030000050000937680502000740208402568713008102460749035126500000300003000904,651427839284359671937681542165743298492568713378192465749835126526914387813276954,37,Very Easy
850000300019000048004000715000006003981700000030009070500470631073005029200090000,852147396719653248364928715427516983981734562635289174598472631173865429246391857,48,Medium
000652378807143590320890614090700000650208700080900153500020931000300025031500407,419652378867143592325897614194735286653218749782964153578426931946371825231589467,36,Very Easy
005480201000601000000000030374000020006502090000000008083020070040100300509000400,735489261428631957691257834374896125816542793952713648183924576247165389569378412,54,Expert
380004095004850300090071400000005217019700543075000086701060024840217050026040730,387624195164859372592371468638495217219786543475132986751963824843217659926548731,38,Very Easy
002000050004603000506001009000017003010035027000004900000000040068000300041070006,132789654794653182586421739425917863619835427873264915357196248968542371241378596,54,Expert
002089000186540000004001608290800006063107024740000180607408095418005000300276001,572689413186543972934721658291854736863197524745362189627418395418935267359276841,40,Very Easy
834020007509608040760300520100850306005763219000200800900030700200906405600417000,834125697529678143761349528192854376485763219376291854948532761217986435653417982,40,Very Easy
701008069053000080690043000000600900960000830014092650000067520026000178530200090,741528369253916784698743215872635941965174832314892657189467523426359178537281496,44,Easy
304000800060040700008500402207001003009230107530000900006010280090008370003700005,324197856165842739978563412247981563689235147531476928756319284492658371813724695,48,Medium
730409001000007009060005370000548097500000080007001650020950000003020005405000900,738469521152837469964215378316548297549672183287391654821953746693724815475186932,50,Hard
000700009000060108600400032000130070001897006090006000000003000035004000000600357,143728569572369148689415732468132975351897426297546813716953284835274691924681357,54,Expert
000100600036007000001050070057014060800205009900000250008000007000038092000000080,789142635536897124421356978257914863813265749964783251648529317175638492392471586,54,Expert
500300601600041907700009340007135406060000500005000200000000000950078104801950000,594387621623541987718269345287135496169824573435796218376412859952678134841953762,48,Medium
870003002000081067600400500700320805528040000340608201080030154000894006200000309,875963412432581967691472538716329845528147693349658271987236154153894726264715389,43,Easy
723540000010207360000009000800000050600005090000094702250030006090000000000001500,723546918914287365568319247879123654642875193135694782251938476496752831387461529,54,Expert
000150083803209000002830540010072300005304970930061000580003094700000030004798060,649157283853249617172836549418972356265384971937561428581623794796415832324798165,43,Easy
000800269006092087080067004060300000270000000301070605800006493029734000040005072,715843269436192587982567314568329741274651938391478625857216493129734856643985172,45,Easy
004081700760000010005290004020549000000170006400060002952810003000020401008000000,234681795769453218815297364621549837583172946497368152952814673376925481148736529,50,Hard
908004605024100000600009040200400000000003051809000400502006000003000520000007900,978234615324165798651789342235471869467893251819652473592346187743918526186527934,54,Expert
008003090010069003090054000000900507000400201100507000002398070000605089905000000,258173694417269853396854712863912547579486231124537968642398175731625489985741326,51,Hard
900450030072013409304906001100504806607002940028309157790640300000090604006000090,961457238572813469384926571139574826657182943428369157795648312213795684846231795,39,Very Easy
400070593900432710031009006390821607607305009005007300000058200000004930540060871,482176593956432718731589426394821657627345189815697342173958264268714935549263871,39,Very Easy
800426170000000003006037800240095080370000906089070254700910508090802001068000000,853426179417589623926137845241695387375248916689371254732914568594862731168753492,44,Easy
506000030000045070000023060607301005290004000030000800003080002804000000000060300,546718239329645178718923564687391425295874613431256897163589742874132956952467381,55,Expert
000300040930810267080004310008070600205030070000000500070000028820400000006082400,651327849934815267782964315148579632265138974397246581479653128823491756516782493,50,Hard
400790602050026870607000940230078009090500200870000513080603750060900000001002096,418795632359426871627381945235178469196534287874269513982613754563947128741852396,43,Easy
700000000000000009040300180003070005071280940096100000000008000600900002900027830,715892364368714529249365187823479615571286943496153278132548796687931452954627831,54,Expert
360504000009100067051090034406907000500402901912305076600000700700050009138200645,367524198249138567851796234486917352573462981912385476695841723724653819138279645,40,Very Easy
090200040000800060006194000501903070840502190639007008000321000003000005700050000,398276541174835962256194837521983476847562193639417258465321789913748625782659314,49,Medium
010805600000004007000190000780350406420080051000002700205603004800500000107040205,912875643658234917374196582789351426426789351531462798295613874843527169167948235,48,Medium
005000000020007080000010276903000000562000094840700000000004000150800040200093500,715268439426937185398415276973642851562381794841759623637524918159876342284193567,54,Expert
032090510010400093000010008009028040000507020040060001301609472004730000900000130,732896514816475293495312768569128347183547629247963851351689472624731985978254136,47,Medium
017024005209670310004000000030780500070059000002401860098047000725900140003000070,317824695289675314564193782431786529876259431952431867198347256725968143643512978,45,Easy
030006570002030160071205030080620001200780009300900000009300000165400800803560000,438196572592837164671245938984623751256781349317954286749318625165472893823569417,47,Medium
000000408040507061163040005401020003030000002720408610072006000090703280310000900,957361428248597361163842795481629573639175842725438619872956134594713286316284957,46,Medium
004961780000040003070050264000008000480710609000304170028409001040130096093000000,234961785856247913971853264317698542482715639569324178628479351745132896193586427,45,Easy
000500029500030817200008000008495072000307006000820405000160708710080063040753000,387541629564239817291678354638495172425317986179826435953162748712984563846753291,45,Easy
320000100090000004018040090800109060000000500009204070000000020040860000070905006,324698157795321684618547293857139462432786519169254378586473921941862735273915846,55,Expert
406198205300502874285040106003600028000903460900824000100430502000005009504700613,476198235319562874285347196743651928852973461961824357197436582638215749524789613,37,Very Easy
000600091000001306100890000069500000071009020028000649000034060004906000603008407,842673591957241386136895274469582713371469825528317649215734968784956132693128457,49,Medium
040060000001048200000501000070000090008007000200004870006009050017003009500810300,745362981931748265682591734173685492468927513259134876326479158817253649594816327,54,Expert
009000100602030000000920070010300407000540010504719306000260001400005809061490200,349657182672831594158924673916382457237546918584719326895263741423175869761498235,47,Medium
900640100014900526203015790428736910600001387001098002340000009509004070106000043,957642138814973526263815794428736915695421387731598462342187659589364271176259843,37,Very Easy
017900020280000069600800100000080301178030250050000006026003908004095607090000032,317946825285371469649852173462587391178639254953124786526713948834295617791468532,46,Medium
000000420006010000008005107049000006007902000600700003160007009082000004304600750,913876425576214938428395167249153876837962541651748293165427389782539614394681752,52,Hard
603002900204700031900000020002370100000100062007086009008040090006020004000907006,673412985254798631981563427562379148839154762147286359718645293396821574425937816,50,Hard
400860507900000032175000609000008201080000790019200300097030125320000840546082903,432869517968751432175423689754398261283516794619247358897634125321975846546182973,41,Very Easy
153079006008000900004100500390001004010000203045000600006700000700015008080600427,153279846278546931964138572392861754617954283845327619436782195729415368581693427,49,Medium
562947810300020600080006040090400250008052000025160000204670031813000000976310520,562947813347821695189536742691483257438752169725169384254678931813295476976314528,40,Very Easy
008000004150700680094050007046000070300046050510079000005012809030000000820405013,768123594153794682294658137946531278387246951512879346475312869631987425829465713,47,Medium
000015090510600078007020500070080002900267450250109087008090705790000160000470039,842715396519643278637928541376584912981267453254139687468391725793852164125476839,43,Easy
940020003078093060600478000090800632000000147104237009005940306300006010000082070,941625783278193564653478291597814632832569147164237859785941326329756418416382975,43,Easy
600000573081305000000002080700004001800600300300019060000450010000000000005080640,629148573481375296573962184796534821814627359352819467267453918148296735935781642,54,Expert
000012000400080000900050820200004070380000216176000900603005780020000640749800130,857612493432789561961453827295164378384597216176238954613945782528371649749826135,47,Medium
100469000000570200000218690600140328217300946034692070021000000008001403700904010,182469537946573281375218694659147328217385946834692175421836759598721463763954812,40,Very Easy
009040006307080900800900002008000560000050300040030008180009600052063000096018000,529341786317286954864975132238194567671852349945637218183429675452763891796518423,51,Hard
000109350004085070900020008800571900010032680300000000428060130091050000000018700,287149356134685279965723418846571923519432687372896541428967135791354862653218794,47,Medium
190758043827090000050260007040609008060120374005407009010000000504812936600070005,196758243827394651453261897741639528968125374235487169319546782574812936682973415,40,Very Easy
600008304340050010001030000703420901100800007500000200000749000007001600809203000,652178394348952716971634852783425961124896537596317248265749183437581629819263475,50,Hard
380000000620030009095700203846009002031000800500320000008000701003807006700065300,384692175627531489195784263846179532231456897579328614968243751453817926712965348,48,Medium
002000009000105040400000000300570406000030570015000080000007031501380000807000004,152843769976125348483796125329578416648931572715462983294657831561384297837219654,54,Expert
100800730937400200002310600820005000004280007571060000003000900000690000000008316,165829734937456281482317695826735149394281567571964823653142978718693452249578316,49,Medium
030000000000007908060105000157000000000901000008400007080002400204006183090030050,832649571415327968769185234157268349346971825928453617583712496274596183691834752,54,Expert
102030090304905200090040500705809024009020701241600009900457000400000000076182003,152738496384965217697241538765819324839524761241673859913457682428396175576182943,43,Easy
070980000309500080008060002031004900004200103702300058407000036905030004813642000,276981345349527681158463792631854927584279163792316458427195836965738214813642579,44,Easy
080570360070013080316400900004000100050006048020000700200300500700920010000050023,482579361579613482316482957864297135957136248123845796248361579735928614691754823,49,Medium
050040006040020007200300100005008400000700010067230000003087090070400261000000000,751849326346521987298376145935618472482795613167234859623187594879453261514962738,54,Expert
000009200600370901090682743016000005000060078000000020004801530005706000020000060,473159286682374951591682743716248395249563178358917624964821537835796412127435869,50,Hard
842315076507000000000000584760004050010538067258760030400600000085970643006480790,842315976597846312631297584763124859914538267258769431479653128185972643326481795,38,Very Easy
000010092020430000906050008304020807801600230790380160000060000245000000003000075,437816592528439716916257348364921857851674239792385164179568423245793681683142975,48,Medium
010560200090300000560000031000400002450278316083906005941020060730000120000139074,314567298892341657567892431176453982459278316283916745941725863735684129628139574,42,Easy
080000143201003508007001906004310000059487000000520480030074800405030217018000300,586792143291643578347851926824316759159487632673529481932174865465938217718265394,43,Easy
900500200000000081002040500060000007050000604090635002039754100040002790728106300,984561273576923481312847569263418957851279634497635812639754128145382796728196345,47,Medium
000009810086010034154000620500000006070590002001430090620300900800162457000070003,732649815986215734154783629549821376378596142261437598627354981893162457415978263,45,Easy
090040300006153894000000060001035000053070080947810005030000621000300400080461000,598642317276153894314798562821935746653274189947816235439587621165329478782461953,47,Medium
023194008001203090000875130090700305015049280040508910078000050900400021050982703,523194678781263594469875132892716345615349287347528916278631459936457821154982763,38,Very Easy
200309405900100370010007069001430500604090000000000834050280600703004000000010900,287369415946125378315847269871432596634598721592671834159283647763954182428716953,49,Medium
009450030000003000000280974800360510030000000500008003008100000290834057100095200,629457831784913625315286974847369512932541786561728493458172369296834157173695248,49,Medium
000000030070000009036920000109075008000004500000061020002080054000000100014509600,948617235271453869536928471169275348827394516453861927392186754685742193714539682,54,Expert
300800000002000003000001087170604500028130040400070019097010208030000000201008300,316897425782546193945321687179684532528139746463275819697413258834752961251968374,50,Hard
008613002000000300340920670510000200060059100002080003004000006670030810000061030,758613492926874351341925678517346289863259147492187563134598726679432815285761934,49,Medium
000064000845031900260700001058000600170006002406803000007000006002010894000000500,791564238845231967263789451358172649179456382426893715987345126532617894614928573,50,Hard
010000007003940210800300005180400029200870000040000380000069170600750000070100906,914528637563947218827316495186435729239871564745692381458269173691753842372184956,49,Medium
500000860018070020042608150080300046000000001009781500231807605000920000054136078,593214867618573429742698153187352946325469781469781532231847695876925314954136278,42,Easy
000085900000020034900000605700450003060008210320090050503270100000003000070500040,647385921851926734932147685719452863465738219328691457583274196194863572276519348,51,Hard
706000801090000600103007000648032507200005008039700102060208714820001000007300206,756429831492813675183567429648132597271945368539786142365298714824671953917354286,44,Easy
004900060670023950025680000090700500007050003000398701102060309000070602000032800,384915267671423958925687134293741586817256493546398721152864379438579612769132845,46,Medium
000039408734600200981250000070392000013576002600418000390847561040905380850000024,265739418734681259981254673578392146413576892629418735392847561146925387857163924,36,Very Easy
000260007003057000745000000000010200001002608070400051059640000200000160004000000,918264537623857419745139826486915273591372648372486951159643782237598164864721395,54,Expert
000560902030009674904072000601423508405000703309708140246080000800140069000030085,718564932532819674964372851671423598485691723329758146246985317853147269197236485,39,Very Easy
600400021040002000200000490000300900982000000000820170001205809028190735000030014,695487321843912657217563498176354982982671543354829176731245869428196735569738214,48,Medium
700500200490007600520004097159000000080200000000716009000100500800340000016005380,763591248491827635528634197159483726687259413342716859934168572875342961216975384,50,Hard
800009700700001030016300098250008060900046285681000304500003000140975600007800059,832459716795681432416327598254738961973146285681592374569213847148975623327864159,43,Easy
509076210200080064004020500000000006005638020000052800052000009936045102007093080,589476213213589764674321598328714956795638421461952837852167349936845172147293685,45,Easy
000109034090068721400370086972640308850000002040800697000030210007014005019086000,768129534395468721421375986972641358856793142143852697684537219237914865519286473,40,Very Easy
000400000601809400009000500000507020000300900805010003020000800700080009450003070,582436197671859432349721586134597628267348915895612743923175864716284359458963271,55,Expert
000800006007630054020054709010080200005000900000000060300000408000500690479000000,534879126197632854628154739913786245765423981842915367356291478281547693479368512,54,Expert
000007603620014000304090050503900081000130000001000067000029015749001000000700894,918257643625314978374698152563972481487136529291845367836429715749581236152763894,48,Medium
004601087026800300875003000003000018750304206000789050040960000610030000300000670,934621587126875349875493162493256718758314296261789453542967831617538924389142675,46,Medium
000410970730080450504630000600540800002108000000020005205070000400050300000060042,826415973731982456594637218617543829352198764948726135285374691469251387173869542,50,Hard
000200070000050018084090020000300700007601954402075800040762000200010080516009000,651283479923457618784196523195348762837621954462975831348762195279514386516839247,48,Medium
000001004084600510307005900800040201459128006002567489023800090091000008600039105,265391874984672513317485962876943251459128736132567489523814697791256348648739125,40,Very Easy
134000600006400810075603002001060094000105367047390580420900050000000008713586000,134829675296457813875613942351768294982145367647392581428931756569274138713586429,42,Easy
010970803075460000009218400500000308000130000093500047006301004301004250740800039,214975863875463921639218475527649318468137592193582647956321784381794256742856139,43,Easy
986030000300000090745009108000078060600000210000623004004005089159086027800400600,986531742312847596745269138423178965678954213591623874264715389159386427837492651,45,Easy
080091704020745000070200506060000407007456800540002000890320065700569200600104903,385691724126745389479238516268913457917456832543872691894327165731569248652184973,41,Very Easy
208094000953600002000050936640001250509743010001000094400105080830000560005800427,268394175953617842714258936647981253529743618381562794476125389832479561195836427,41,Very Easy
906080000508037000032000850004900000170000246800602000090000068005769410000804009,946285137518437692732196854624971385179358246853642971491523768285769413367814529,48,Medium
073100000020300890500090000642001009000200601000689500309010420010700000706900300,973168254421375896568492173642531789895247631137689542359816427214753968786924315,49,Medium
003670005000350028970012340107048650200905071508760290300000000000190087749080102,823674915416359728975812346197248653264935871538761294381427569652193487749586132,39,Very Easy
000400000450900000008570000200007164005300800064000300040201900306040001000609047,971428653453916728628573419239857164715364892864192375547281936396745281182639547,51,Hard
000601208640030000209807400805000002007083050020070003000016800000090001000328965,753641298648932517219857436835169742467283159921475683392516874586794321174328965,48,Medium
004900070850000013900810260618270000340000080500000000000003001030082009080100037,124936578856427913973815264618274395342591786597368142469753821731682459285149637,50,Hard
000030195250600037000000006982010350546203700100485960020000008730500009815020000,467832195251649837398157426982716354546293781173485962629371548734568219815924673,43,Easy
403657000210039080695000074009078642360041008740000009004100205000264090906780000,483657921217439586695812374159378642362941758748526139874193265531264897926785413,40,Very Easy
649205783370008000000034060005000120261380004780002006400070090000840000006021007,649215783372698415518734269935467128261389574784152936423576891197843652856921347,45,Easy
000209560510000030000507800270001695006005083085004007400953078007062000001000020,748239561519846732623517849274381695196725483385694217462953178837162954951478326,46,Medium
890000206004000039300081407001300000276000000000208070008400000100830002640109005,895743216714652839362981457581397624276514398439268571928475163157836942643129785,50,Hard
000640000070020098103800670031000000040060030680470000000000700000019260000000810,598647321476321598123895674731952486245168937689473152312586749854719263967234815,54,Expert
300009410000000050000048203903071000000900300070400020058090700602000040039524800,327659418894312657165748293943271586281965374576483129458196732612837945739524861,50,Hard
480000007210904000507021609028005063053780000041003085804009530092567004005400000,489356127216974358537821649928145763653782491741693285874219536392567814165438972,41,Very Easy
000004000460300020800200674603507400204800590507901000109080000008000065306009012,972164358465378129831295674693527481214836597587941236159682743728413965346759812,46,Medium
302100070080502903400060215004000009500021008000740351900400000003607090710080500,352194876681572943479368215164835729537921468298746351925413687843657192716289534,46,Medium
021000700500912004980000510143000008270140000695003241706300480010700360839056000,321584796567912834984637512143265978278149653695873241756321489412798365839456127,40,Very Easy
700642003200030764403080020920003400300750612007024359002098046090076035030000007,751642983289531764463987521925163478348759612617824359572398146194276835836415297,39,Very Easy
600382000029650000084070006038040905070091060000000070207060100803907040951400630,615382794729654318384179256138746925572891463496235871247563189863917542951428637,44,Easy
007183000008020309205049000000000000010076940080001500004000701800094003970000405,697183254148527369235649817769458132513276948482931576324865791851794623976312485,50,Hard
005328009890070003132409876216745030500090600380010500050000300900000000021000700,765328419894671253132459876216745938547893621389216547458167392973582164621934785,44,Easy
024050000000709200700040080001000740050470020070018000800000463240030100000180000,124853697538769214796241385681325749953476821472918536817592463249637158365184972,52,Hard
080100700300000010609300500098003057720004800563987001030050084970008105000020079,284195736357846912619372548498213657721564893563987421136759284972438165845621379,44,Easy
000020030200090070650100000340061080000030100007500040903000407060800520000000000,479625831231498675658173294345961782826734159197582346983256417764819523512347968,55,Expert
800506002050100800020000506734610980005800630900703001590300100006980004000000003,847596312653127849129438576734612985215849637968753421592374168376981254481265793,47,Medium
400170006600904100350000090000002080083007040905308021040080513000400002012730900,498173256627954138351826497174692385283517649965348721746289513539461872812735964,46,Medium
400300020000500009900604300000001040804900063005000090008000904643120750070438006,481397625736512489952684371397861542824975163165243897218756934643129758579438216,48,Medium
000208007716045200050900410002000300100000000603400702001062809069000105000030000,934218567716345298258976413582697341147823956693451782471562839369784125825139674,50,Hard
268030005400180270071420009607598103000000800180203054050010068804007000000852740,268739415493185276571426389647598123325641897189273654752314968814967532936852741,40,Very Easy
560020408000905607731080090925300000370194200000000003000013045000000300400270000,569721438284935617731486592925367184378194256146852973892613745617548329453279861,48,Medium
934500060001000500800040100023754891000090006009680357506000274000210680002470905,934521768271368549865947132623754891758193426149682357516839274497215683382476915,41,Very Easy
080010490060900078900078600300805062000400010209007000098020000030080020400709030,782516493165943278943278651314895762876432915259167384698321547537684129421759836,49,Medium
050970030008000260003400000060500049000008000079000002234060000010304000500020010,651972834498135267723486951862517349345298176179643582234861795917354628586729413,54,Expert
028000005004050002000009070403020010000001093500068004051006207790000100800170050,928714635174653982635289471483927516267541893519368724351896247792435168846172359,50,Hard
804002906072008314163907850000000003090576421600000000007285169510003000080010705,854132976972658314163947852745821693398576421621394587437285169519763248286419735,40,Very Easy
000420610064730000129806347270005080400208056006900000050004091000590200007000800,735429618864731529129856347271645983493278156586913472652384791318597264947162835,45,Easy
008269070200345900500000023001832040020051837000090502000700350160000784800514000,438269175217345968596178423751832649629451837384697512942786351165923784873514296,42,Easy
520090000018000450700058010805010002090526700000384195106902530050000000249600071,524197368918263457763458219835719642491526783672384195186972534357841926249635871,42,Easy
314750000060009005009800000105006074070000002096473000020130409547000100931005600,314752896862319745759864231185926374473581962296473518628137459547698123931245687,45,Easy
708400900530021876200700305000070000000089253020135400002306590000500012900812000,768453921534921876291768345385274169417689253629135487172346598843597612956812734,43,Easy
020000000000203705501800090900780340000000001470031950053402819048097560000350427,827549136694213785531876294916785342385924671472631958753462819248197563169358427,42,Easy
002308417530970206000402000000700962850000041090004700600217805080543000020800174,962358417534971286178462593413785962857629341296134758649217835781543629325896174,41,Very Easy
403008000800739600070402009006003010350001746910674300000000102000300000000080000,493568271821739654675412839746253918352891746918674325537946182189325467264187593,50,Hard
000000003105900080042003090001307000000006200098000060004020800980500070003070010,679184523135962784842753196261347958357896241498215367714629835986531472523478619,54,Expert
402080150000107063007000000601438079580700010700020306950364700000010630016800000,432689157895147263167253894621438579583796412749521386958364721274915638316872945,44,Easy
000150002608000050000003000039000084020009500005024900070000000000090645003260001,397158462618942753452673198739516284824739516165824937576481329281397645943265871,54,Expert
400027305000050901000400000600000720300806500000000090003002670200009138008700050,491627385762358941835491267684915723329876514157234896543182679276549138918763452,52,Hard
000900020000200400080010070470003000000050047003070582640000005010040760020100000,756984123931267458284315976475823691892651347163479582649738215318542769527196834,54,Expert
000005800090000000010260049002849070041000900870006320000750032020000005700008401,267495813495183267318267549532849176641372958879516324984751632126934785753628491,50,Hard
000027018003000902500006740409000600260400000031002000800200390040860001300190000,694327518173548962528916743489731625265489137731652489816275394947863251352194876,50,Hard
000560070050080304706024000000092053921050847040008602194835726300006508800010409,438569271259781364716324985687492153921653847543178692194835726372946518865217439,38,Very Easy
400030008806090307931000406008307094204985731093014500009760045642109000007040160,475236918826491357931578426518327694264985731793614582189763245642159873357842169,36,Very Easy
002309710000450832005001060300072051756003028091065040927034080408007093000600000,642389715179456832835721469384972651756143928291865347927534186468217593513698274,40,Very Easy
904061705530247019061030200249056000000700006106084002090420001053610420402578060,924861735538247619761935284249156378385792146176384592697423851853619427412578963,36,Very Easy
000003071000051020500906084074615093900070015165000247400500000706008002052030400,629843571348751926517926384274615893983274615165389247491562738736498152852137469,43,Easy
900400006080200700070001000007000004090000530010040008000000620005307090040100307,952473816186259743374681259527938164498716532613542978731894625865327491249165387,55,Expert
490800700008100090000000060080007340000500000600209000809000030001020800236400000,493856721568172493127394568985617342312548679674239185859761234741923856236485917,55,Expert
000509000000000040002374009230000000809200103006090050903020800700600305000000007,461589732397162548582374619235741986849256173176893254953427861724618395618935427,54,Expert
003008005006007001800900342009500028748190650002006000385009200900000806001000504,193428765426357981857961342639574128748192653512836479385649217974215836261783594,46,Medium
389520400010900003470000900050090000000000179003106000060070092200009040047008356,389521467615947283472863915154792638826435179793186524561374892238659741947218356,48,Medium
800570004049060703007402180086930402403000800000847360328006509600004201100250038,861573924249168753537492186786935412453621897912847365328716549695384271174259638,38,Very Easy
309008052000007000000040036000030010000000009930000407503100000002903008180400003,349618752265397841817245936724839615651724389938561427593186274472953168186472593,54,Expert
902640001004300000350020007000000009703000000510004706065000094427050083000002100,982647351674315928351829467246573819793186542518294736165738294427951683839462175,50,Hard
002800700500021090090004263700018042030040009009035001605089000070000006003060084,342896715567321498198574263756918342231647859489235671625489137874153926913762584,47,Medium
006010904003050100010003856000091600601508429895420310040160790760300201030000500,256817934483659172917243856324791685671538429895426317548162793769385241132974568,40,Very Easy
547000000002000600180090700000310908009068207028900506670000429290000075004270001,547826193932751684186493752765312948419568237328947516673185429291634875854279361,45,Easy
068000000500026003002740058100078000006000800800005206000000190000904500010000060,468359721571826943392741658129678435756432819843195276284563197637914582915287364,54,Expert
000000817000000000010860409098001024104720395750304000900200580035100042000089000,629435817483917256517862439398651724164728395752394168976243581835176942241589673,46,Medium
714060208020010004000004061001405706479030052580002003040050307357001600062047810,714569238625813974893724561231495786479638152586172493148956327357281649962347815,39,Very Easy
700004902000706458060020007208100000000000300400000096000503804020400600000000000,781354962392716458564928137238169745659247381417835296176593824925481673843672519,55,Expert
030795000209036007000200090700050900900100758000004600000300060000002300503069020,138795246259436187647281593721658934964123758385974612492317865816542379573869421,51,Hard
030060254000500800002041709061000080000080640000006001090053000006800305050009006,139768254647592813582341769461937582923185647875426931794653128216874395358219476,51,Hard
208365000000810064150070038000780050402003006060000007007030005001040000000009023,248365971793812564156974238319786452472593816865421397927638145531247689684159723,50,Hard
100003700859047123300010000401092005500304291026050074205106908010239050700005602,164523789859647123372918546431792865587364291926851374245176938618239457793485612,37,Very Easy
005000036069200008008007000500130000800000070000000201600090307020001980000800012,245918736769243158138657429572136894816429573394785261681592347427361985953874612,54,Expert
500070000060500000002000003019008500000093020000600809005200301600730090200800040,598371462163542987472986153719428536856193724324657819985264371641735298237819645,54,Expert
000120490890000030000896701049560003502917064008234009006070900970051380005380040,657123498891745236423896751749568123532917864168234579386472915974651382215389647,39,Very Easy
700610004650804300000090510004182065560940000200030700006409000140308002005200007,793615824651824379482793516374182965568947231219536748826479153147358692935261487,45,Easy
